,시군구,도로명
478,강남구,선릉로137길
479,강남구,선릉로138길
480,강남구,선릉로141길
481,강남구,선릉로145길
482,강남구,선릉로146길
483,강남구,선릉로148길
484,강남구,선릉로14길
485,강남구,선릉로152길
486,강남구,선릉로153길
487,강남구,선릉로155길
488,강남구,선릉로157길
489,강남구,선릉로158길
490,강남구,선릉로160길
491,강남구,선릉로161길
492,강남구,선릉로162길
493,강남구,선릉로16길
494,강남구,선릉로189길
495,강남구,선릉로18길
496,강남구,선릉로190길
497,강남구,선릉로4길
498,강남구,선릉로62길
499,강남구,선릉로63길
500,강남구,선릉로64길
501,강남구,선릉로66길
502,강남구,선릉로68길
503,강남구,선릉로69길
504,강남구,선릉로6길
505,강남구,선릉로72길
506,강남구,선릉로76길
507,강남구,선릉로82길
508,강남구,선릉로85길
509,강남구,선릉로86길
510,강남구,선릉로87길
511,강남구,선릉로89길
512,강남구,선릉로8길
513,강남구,선릉로90길
514,강남구,선릉로91길
515,강남구,선릉로92길
516,강남구,선릉로93길
517,강남구,선릉로94길
518,강남구,선릉로96길
519,강남구,선릉로99길
520,강남구,압구정로
521,강남구,압구정로10길
522,강남구,압구정로11길
523,강남구,압구정로14길
524,강남구,압구정로18길
525,강남구,압구정로20길
526,강남구,압구정로22길
527,강남구,압구정로28길
528,강남구,압구정로29길
529,강남구,압구정로2길
530,강남구,압구정로30길
531,강남구,압구정로32길
532,강남구,압구정로33길
533,강남구,압구정로34길
534,강남구,압구정로36길
535,강남구,압구정로38길
536,강남구,압구정로39길
537,강남구,압구정로42길
538,강남구,압구정로46길
539,강남구,압구정로48길
540,강남구,압구정로4길
541,강남구,압구정로50길
542,강남구,압구정로54길
543,강남구,압구정로56길
544,강남구,압구정로60길
545,강남구,압구정로61길
546,강남구,압구정로62길
547,강남구,압구정로71길
548,강남구,압구정로72길
549,강남구,압구정로73길
550,강남구,압구정로75길
551,강남구,압구정로77길
552,강남구,압구정로79길
553,강남구,압구정로80길
554,강남구,압구정로8길
555,강남구,양재대로
556,강남구,양재대로14길
557,강남구,양재대로16길
558,강남구,양재대로27길
559,강남구,양재대로29길
560,강남구,양재대로31길
561,강남구,양재대로33길
562,강남구,양재대로35길
563,강남구,양재대로37길
564,강남구,양재대로39길
565,강남구,양재대로41길
566,강남구,양재대로43길
567,강남구,양재대로45길
568,강남구,양재대로47길
569,강남구,양재대로49길
570,강남구,양재대로51길
571,강남구,양재대로53길
572,강남구,양재대로55길
573,강남구,양재천동자전거길
574,강남구,양재천로
575,강남구,양재천서자전거길
576,강남구,언주로
577,강남구,언주로100길
578,강남구,언주로103길
579,강남구,언주로104길
580,강남구,언주로106길
581,강남구,언주로107길
582,강남구,언주로108길
583,강남구,언주로113길
584,강남구,언주로114길
585,강남구,언주로115길
586,강남구,언주로116길
587,강남구,언주로121길
588,강남구,언주로122길
589,강남구,언주로124길
590,강남구,언주로125길
591,강남구,언주로126길
592,강남구,언주로129길
593,강남구,언주로130길
594,강남구,언주로133길
595,강남구,언주로134길
596,강남구,언주로135길
597,강남구,언주로136길
598,강남구,언주로138길
599,강남구,언주로140길
600,강남구,언주로141길
601,강남구,언주로146길
602,강남구,언주로147길
603,강남구,언주로148길
604,강남구,언주로149길
605,강남구,언주로150길
606,강남구,언주로151길
607,강남구,언주로152길
608,강남구,언주로153길
609,강남구,언주로154길
610,강남구,언주로157길
611,강남구,언주로159길
612,강남구,언주로160길
613,강남구,언주로164길
614,강남구,언주로165길
615,강남구,언주로167길
616,강남구,언주로168길
617,강남구,언주로170길
618,강남구,언주로171길
619,강남구,언주로172길
620,강남구,언주로173길
621,강남구,언주로174길
622,강남구,언주로29길
623,강남구,언주로30길
624,강남구,언주로57길
625,강남구,언주로63길
626,강남구,언주로65길
627,강남구,언주로66길
628,강남구,언주로67길
629,강남구,언주로69길
630,강남구,언주로6길
631,강남구,언주로70길
632,강남구,언주로71길
633,강남구,언주로75길
634,강남구,언주로79길
635,강남구,언주로7길
636,강남구,언주로81길
637,강남구,언주로85길
638,강남구,언주로86길
639,강남구,언주로87길
640,강남구,언주로89길
641,강남구,언주로90길
642,강남구,언주로93길
643,강남구,언주로94길
644,강남구,언주로97길
645,강남구,언주로98길
646,강남구,언주로99길
647,강남구,역삼로
648,강남구,역삼로103길
649,강남구,역삼로107길
650,강남구,역삼로10길
651,강남구,역삼로11길
652,강남구,역삼로12길
653,강남구,역삼로14길
654,강남구,역삼로15길
655,강남구,역삼로17길
656,강남구,역삼로18길
657,강남구,역삼로19길
658,강남구,역삼로1길
659,강남구,역삼로20길
660,강남구,역삼로23길
661,강남구,역삼로25길
662,강남구,역삼로26길
663,강남구,역삼로2길
664,강남구,역삼로33길
665,강남구,역삼로34길
666,강남구,역삼로37길
667,강남구,역삼로38길
668,강남구,역삼로3길
669,강남구,역삼로4길
670,강남구,역삼로52길
671,강남구,역삼로5길
672,강남구,역삼로63길
673,강남구,역삼로64길
674,강남구,역삼로65길
675,강남구,역삼로67길
676,강남구,역삼로69길
677,강남구,역삼로70길
678,강남구,역삼로71길
679,강남구,역삼로73길
680,강남구,역삼로74길
681,강남구,역삼로77길
682,강남구,역삼로78길
683,강남구,역삼로7길
684,강남구,역삼로81길
685,강남구,역삼로83길
686,강남구,역삼로84길
687,강남구,역삼로86길
688,강남구,역삼로87길
689,강남구,역삼로88길
690,강남구,역삼로8길
691,강남구,역삼로90길
692,강남구,역삼로92길
693,강남구,역삼로97길
694,강남구,역삼로98길
695,강남구,역삼로9길
696,강남구,영동대로
697,강남구,영동대로106길
698,강남구,영동대로112길
699,강남구,영동대로114길
700,강남구,영동대로115길
701,강남구,영동대로116길
702,강남구,영동대로118길
703,강남구,영동대로122길
704,강남구,영동대로128길
705,강남구,영동대로129길
706,강남구,영동대로131길
707,강남구,영동대로137길
708,강남구,영동대로138길
709,강남구,영동대로141길
710,강남구,영동대로142길
711,강남구,영동대로3길
712,강남구,영동대로4길
713,강남구,영동대로50길
714,강남구,영동대로57길
715,강남구,영동대로65길
716,강남구,영동대로66길
717,강남구,영동대로71길
718,강남구,영동대로72길
719,강남구,영동대로75길
720,강남구,영동대로76길
721,강남구,영동대로81길
722,강남구,영동대로82길
723,강남구,영동대로85길
724,강남구,영동대로86길
725,강남구,영동대로96길
726,강남구,올림픽대로
727,강남구,용인서울고속도로
728,강남구,일원로
729,강남구,일원로13길
730,강남구,일원로14길
731,강남구,일원로3길
732,강남구,일원로5길
733,강남구,일원로8길
734,강남구,일원로9길
735,강남구,자곡로
736,강남구,자곡로3길
737,강남구,자곡로5길
738,강남구,자곡로7길
739,강남구,탄천자전거길
740,강남구,테헤란로
741,강남구,테헤란로103길
742,강남구,테헤란로104길
743,강남구,테헤란로107길
744,강남구,테헤란로108길
745,강남구,테헤란로10길
746,강남구,테헤란로113길
747,강남구,테헤란로114길
748,강남구,테헤란로115길
749,강남구,테헤란로13길
750,강남구,테헤란로14길
751,강남구,테헤란로16길
752,강남구,테헤란로19길
753,강남구,테헤란로1길
754,강남구,테헤란로20길
755,강남구,테헤란로21길
756,강남구,테헤란로22길
757,강남구,테헤란로25길
758,강남구,테헤란로26길
759,강남구,테헤란로27길
760,강남구,테헤란로28길
761,강남구,테헤란로29길
762,강남구,테헤란로2길
763,강남구,테헤란로30길
764,강남구,테헤란로32길
765,강남구,테헤란로33길
766,강남구,테헤란로34길
767,강남구,테헤란로37길
768,강남구,테헤란로38길
769,강남구,테헤란로39길
770,강남구,테헤란로43길
771,강남구,테헤란로44길
772,강남구,테헤란로47길
773,강남구,테헤란로48길
774,강남구,테헤란로4길
775,강남구,테헤란로51길
776,강남구,테헤란로52길
777,강남구,테헤란로53길
778,강남구,테헤란로55길
779,강남구,테헤란로57길
780,강남구,테헤란로5길
781,강남구,테헤란로63길
782,강남구,테헤란로64길
783,강남구,테헤란로68길
784,강남구,테헤란로69길
785,강남구,테헤란로6길
786,강남구,테헤란로70길
787,강남구,테헤란로77길
788,강남구,테헤란로78길
789,강남구,테헤란로79길
790,강남구,테헤란로7길
791,강남구,테헤란로81길
792,강남구,테헤란로82길
793,강남구,테헤란로83길
794,강남구,테헤란로84길
795,강남구,테헤란로86길
796,강남구,테헤란로87길
797,강남구,테헤란로88길
798,강남구,테헤란로8길
799,강남구,테헤란로92길
800,강남구,테헤란로98길
801,강남구,학동로
802,강남구,학동로101길
803,강남구,학동로105길
804,강남구,학동로11길
805,강남구,학동로12길
806,강남구,학동로14길
807,강남구,학동로17길
808,강남구,학동로18길
809,강남구,학동로19길
810,강남구,학동로1길
811,강남구,학동로20길
812,강남구,학동로21길
813,강남구,학동로23길
814,강남구,학동로24길
815,강남구,학동로25길
816,강남구,학동로26길
817,강남구,학동로28길
818,강남구,학동로29길
819,강남구,학동로2길
820,강남구,학동로30길
821,강남구,학동로31길
822,강남구,학동로33길
823,강남구,학동로34길
824,강남구,학동로37길
825,강남구,학동로38길
826,강남구,학동로3길
827,강남구,학동로41길
828,강남구,학동로42길
829,강남구,학동로43길
830,강남구,학동로44길
831,강남구,학동로45길
832,강남구,학동로46길
833,강남구,학동로47길
834,강남구,학동로48길
835,강남구,학동로4길
836,강남구,학동로50길
837,강남구,학동로53길
838,강남구,학동로55길
839,강남구,학동로56길
840,강남구,학동로59길
841,강남구,학동로5길
842,강남구,학동로60길
843,강남구,학동로63길
844,강남구,학동로64길
845,강남구,학동로67길
846,강남구,학동로68길
847,강남구,학동로6길
848,강남구,학동로73길
849,강남구,학동로77길
850,강남구,학동로7길
851,강남구,학동로81길
852,강남구,학동로82길
853,강남구,학동로87길
854,강남구,학동로88길
855,강남구,학동로8길
856,강남구,학동로95길
857,강남구,학동로96길
858,강남구,학동로97길
859,강남구,학동로98길
860,강남구,학동로9길
861,강남구,헌릉로
862,강남구,헌릉로569길
863,강남구,헌릉로570길
864,강남구,헌릉로571길
865,강남구,헌릉로590길
866,강남구,헌릉로618길
867,강남구,헌릉로622길
868,강남구,헌릉로637길
869,강남구,헌릉로645길
870,강남구,헌릉로718길
871,강남구,헌릉로745길
872,강남구,헌릉로757길
873,강남구,헌릉로758길
874,강동구,가래여울1길
875,강동구,가래여울2길
876,강동구,가래여울길
877,강동구,강동대로
878,강동구,강동대로51길
879,강동구,강동대로53길
880,강동구,강동대로55길
881,강동구,고덕로
882,강동구,고덕로10길
883,강동구,고덕로13길
884,강동구,고덕로14가길
885,강동구,고덕로14길
886,강동구,고덕로15길
887,강동구,고덕로16길
888,강동구,고덕로18길
889,강동구,고덕로19길
890,강동구,고덕로1길
891,강동구,고덕로20가길
892,강동구,고덕로20길
893,강동구,고덕로20나길
894,강동구,고덕로20다길
895,강동구,고덕로20라길
896,강동구,고덕로20마길
897,강동구,고덕로23길
898,강동구,고덕로24가길
899,강동구,고덕로24길
900,강동구,고덕로24나길
901,강동구,고덕로25길
902,강동구,고덕로27길
903,강동구,고덕로28길
904,강동구,고덕로38길
905,강동구,고덕로3길
906,강동구,고덕로46길
907,강동구,고덕로55길
908,강동구,고덕로61길
909,강동구,고덕로62길
910,강동구,고덕로79길
911,강동구,고덕로80길
912,강동구,고덕로83길
913,강동구,고덕로8길
914,강동구,고덕로97길
915,강동구,고덕로98길
916,강동구,구천면로
917,강동구,구천면로100길
918,강동구,구천면로11길
919,강동구,구천면로12길
920,강동구,구천면로13길
921,강동구,구천면로14길
922,강동구,구천면로15길
923,강동구,구천면로16길
924,강동구,구천면로17길
925,강동구,구천면로18길
926,강동구,구천면로21길
927,강동구,구천면로23길
928,강동구,구천면로24길
929,강동구,구천면로25길
930,강동구,구천면로28길
931,강동구,구천면로29길
932,강동구,구천면로30길
933,강동구,구천면로31길
934,강동구,구천면로33길
935,강동구,구천면로34길
936,강동구,구천면로35길
937,강동구,구천면로36길
938,강동구,구천면로39길
939,강동구,구천면로40길
940,강동구,구천면로41길
941,강동구,구천면로42가길
942,강동구,구천면로42길
943,강동구,구천면로46길
944,강동구,구천면로47가길
945,강동구,구천면로47길
946,강동구,구천면로47나길
947,강동구,구천면로48길
948,강동구,구천면로50길
949,강동구,구천면로52길
950,강동구,구천면로53가길
951,강동구,구천면로53길
952,강동구,구천면로55길
953,강동구,구천면로57길
954,강동구,구천면로59길
955,강동구,구천면로60길
956,강동구,구천면로62가길
957,강동구,구천면로62길
958,강동구,구천면로64길
959,강동구,구천면로65길
960,강동구,구천면로68가길
961,강동구,구천면로68길
962,강동구,구천면로68나길
963,강동구,구천면로78길
964,강동구,구천면로80길
965,강동구,구천면로93길
966,강동구,구천면로98길
967,강동구,동남로
968,강동구,동남로43길
969,강동구,동남로49길
970,강동구,동남로51길
971,강동구,동남로53길
972,강동구,동남로65길
973,강동구,동남로67길
974,강동구,동남로71길
975,강동구,동남로73길
976,강동구,동남로75길
977,강동구,동남로79길
978,강동구,동남로81길
979,강동구,동남로82길
980,강동구,동남로83길
981,강동구,동남로85길
982,강동구,동남로87길
983,강동구,명일로
984,강동구,명일로10가길
985,강동구,명일로10길
986,강동구,명일로10나길
987,강동구,명일로12길
988,강동구,명일로13길
989,강동구,명일로16길
990,강동구,명일로17길
991,강동구,명일로18길
992,강동구,명일로19길
993,강동구,명일로24길
994,강동구,명일로26길
995,강동구,명일로27길
996,강동구,상암로
997,강동구,상암로11길
998,강동구,상암로12길
999,강동구,상암로14길
1000,강동구,상암로15길
1001,강동구,상암로16길
1002,강동구,상암로17길
1003,강동구,상암로21길
1004,강동구,상암로23길
1005,강동구,상암로27가길
1006,강동구,상암로27길
1007,강동구,상암로27나길
1008,강동구,상암로28길
1009,강동구,상암로35길
1010,강동구,상암로39길
1011,강동구,상암로3길
1012,강동구,상암로41가길
1013,강동구,상암로41길
1014,강동구,상암로41나길
1015,강동구,상암로47길
1016,강동구,상암로49길
1017,강동구,상암로4가길
1018,강동구,상암로4길
1019,강동구,상암로51길
1020,강동구,상암로5길
1021,강동구,상암로61길
1022,강동구,상암로63길
1023,강동구,상암로67길
1024,강동구,상암로6길
1025,강동구,상암로79가길
1026,강동구,상암로79길
1027,강동구,상암로81길
1028,강동구,상암로83길
1029,강동구,상일로
1030,강동구,상일로10길
1031,강동구,상일로11길
1032,강동구,상일로12길
1033,강동구,상일로15길
1034,강동구,상일로17길
1035,강동구,상일로19길
1036,강동구,상일로21길
1037,강동구,상일로23길
1038,강동구,상일로25길
1039,강동구,상일로3길
1040,강동구,상일로5길
1041,강동구,상일로6길
1042,강동구,상일로7길
1043,강동구,서울양양고속도로
1044,강동구,선사로
1045,강동구,선사로10길
1046,강동구,선사로6길
1047,강동구,성내로
1048,강동구,성내로10길
1049,강동구,성내로12길
1050,강동구,성내로13길
1051,강동구,성내로14길
1052,강동구,성내로15길
1053,강동구,성내로17길
1054,강동구,성내로18길
1055,강동구,성내로3가길
1056,강동구,성내로3길
1057,강동구,성내로5길
1058,강동구,성내로6가길
1059,강동구,성내로6길
1060,강동구,성내로6나길
1061,강동구,성내로6다길
1062,강동구,성내로8길
1063,강동구,성내로9길
1064,강동구,성안로
1065,강동구,성안로13길
1066,강동구,성안로25길
1067,강동구,성안로27길
1068,강동구,성안로31가길
1069,강동구,성안로31길
1070,강동구,성안로31나길
1071,강동구,성안로31다길
1072,강동구,성안로31라길
1073,강동구,성안로31마길
1074,강동구,성안로3길
1075,강동구,성안로7길
1076,강동구,성안로9길
1077,강동구,수도권제1순환고속도로
1078,강동구,아리수로
1079,강동구,아리수로13길
1080,강동구,아리수로25가길
1081,강동구,아리수로25길
1082,강동구,아리수로25나길
1083,강동구,아리수로27길
1084,강동구,아리수로46길
1085,강동구,아리수로50길
1086,강동구,아리수로61길
1087,강동구,아리수로62길
